States,Regions,latitude,longitude,Dates,Usage
Jharkhand,ER,23.80039349,86.41998572,06/04/2019,17.4
Odisha,ER,19.82042971,85.90001746,06/04/2019,76.4
West Bengal,ER,22.58039044,88.32994665,06/04/2019,111.8
Sikkim,ER,27.3333303,88.6166475,06/04/2019,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,06/04/2019,1.9
Assam,NER,26.7499809,94.21666744,06/04/2019,23.7
Manipur,NER,24.79997072,93.95001705,06/04/2019,2.7
Meghalaya,NER,25.57049217,91.8800142,06/04/2019,6.5
Mizoram,NER,23.71039899,92.72001461,06/04/2019,1.9
Nagaland,NER,25.6669979,94.11657019,06/04/2019,2.1
Tripura,NER,23.83540428,91.27999914,06/04/2019,3.7
Punjab,NR,31.51997398,75.98000281,07/04/2019,100.3
Haryana,NR,28.45000633,77.01999101,07/04/2019,117.4
Rajasthan,NR,26.44999921,74.63998124,07/04/2019,228.8
Delhi,NR,28.6699929,77.23000403,07/04/2019,64.1
UP,NR,27.59998069,78.05000565,07/04/2019,259.6
Uttarakhand,NR,30.32040895,78.05000565,07/04/2019,36.2
HP,NR,31.10002545,77.16659704,07/04/2019,29.8
J&K,NR,33.45,76.24,07/04/2019,47.3
Chandigarh,NR,30.71999697,76.78000565,07/04/2019,3.3
Chhattisgarh,WR,22.09042035,82.15998734,07/04/2019,89.8
Gujarat,WR,22.2587,71.1924,07/04/2019,319.2
MP,WR,21.30039105,76.13001949,07/04/2019,223.9
Maharashtra,WR,19.25023195,73.16017493,07/04/2019,433.9
Goa,WR,15.491997,73.81800065,07/04/2019,10.9
DNH,WR,20.26657819,73.0166178,07/04/2019,18.4
Andhra Pradesh,SR,14.7504291,78.57002559,07/04/2019,194.2
Telangana,SR,18.1124,79.0193,07/04/2019,218.5
Karnataka,SR,12.57038129,76.91999711,07/04/2019,234.5
Kerala,SR,8.900372741,76.56999263,07/04/2019,77.1
Tamil Nadu,SR,12.92038576,79.15004187,07/04/2019,327.6
Pondy,SR,11.93499371,79.83000037,07/04/2019,7.7
Bihar,ER,25.78541445,87.4799727,07/04/2019,73
Jharkhand,ER,23.80039349,86.41998572,07/04/2019,21.1
Odisha,ER,19.82042971,85.90001746,07/04/2019,75
West Bengal,ER,22.58039044,88.32994665,07/04/2019,112.5
Sikkim,ER,27.3333303,88.6166475,07/04/2019,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,07/04/2019,2.2
Assam,NER,26.7499809,94.21666744,07/04/2019,22.8
Manipur,NER,24.79997072,93.95001705,07/04/2019,2.1
Meghalaya,NER,25.57049217,91.8800142,07/04/2019,6.6
Mizoram,NER,23.71039899,92.72001461,07/04/2019,1.7
Nagaland,NER,25.6669979,94.11657019,07/04/2019,2.1
Tripura,NER,23.83540428,91.27999914,07/04/2019,2.9
Punjab,NR,31.51997398,75.98000281,08/04/2019,101.6
Haryana,NR,28.45000633,77.01999101,08/04/2019,117.2
Rajasthan,NR,26.44999921,74.63998124,08/04/2019,222.5
Delhi,NR,28.6699929,77.23000403,08/04/2019,66.1
UP,NR,27.59998069,78.05000565,08/04/2019,241.9
Uttarakhand,NR,30.32040895,78.05000565,08/04/2019,37
HP,NR,31.10002545,77.16659704,08/04/2019,30.8
J&K,NR,33.45,76.24,08/04/2019,48.2
Chandigarh,NR,30.71999697,76.78000565,08/04/2019,3.5
Chhattisgarh,WR,22.09042035,82.15998734,08/04/2019,92.1
Gujarat,WR,22.2587,71.1924,08/04/2019,314.6
MP,WR,21.30039105,76.13001949,08/04/2019,212
Maharashtra,WR,19.25023195,73.16017493,08/04/2019,432.9
Goa,WR,15.491997,73.81800065,08/04/2019,10.9
DNH,WR,20.26657819,73.0166178,08/04/2019,18.5
Andhra Pradesh,SR,14.7504291,78.57002559,08/04/2019,199.6
Telangana,SR,18.1124,79.0193,08/04/2019,219.5
Karnataka,SR,12.57038129,76.91999711,08/04/2019,237.7
Kerala,SR,8.900372741,76.56999263,08/04/2019,78.2
Tamil Nadu,SR,12.92038576,79.15004187,08/04/2019,332.8
Pondy,SR,11.93499371,79.83000037,08/04/2019,7.9
Bihar,ER,25.78541445,87.4799727,08/04/2019,62.3
Jharkhand,ER,23.80039349,86.41998572,08/04/2019,21.1
Odisha,ER,19.82042971,85.90001746,08/04/2019,77.4
West Bengal,ER,22.58039044,88.32994665,08/04/2019,109.7
Sikkim,ER,27.3333303,88.6166475,08/04/2019,1.6
Arunachal Pradesh,NER,27.10039878,93.61660071,08/04/2019,2.2
Assam,NER,26.7499809,94.21666744,08/04/2019,22.4
Manipur,NER,24.79997072,93.95001705,08/04/2019,2.7
Meghalaya,NER,25.57049217,91.8800142,08/04/2019,6.4
Mizoram,NER,23.71039899,92.72001461,08/04/2019,1.7
Nagaland,NER,25.6669979,94.11657019,08/04/2019,2.1
Tripura,NER,23.83540428,91.27999914,08/04/2019,3.5
Punjab,NR,31.51997398,75.98000281,09/04/2019,101.6
Haryana,NR,28.45000633,77.01999101,09/04/2019,117.2
Rajasthan,NR,26.44999921,74.63998124,09/04/2019,222.5
Delhi,NR,28.6699929,77.23000403,09/04/2019,66.1
UP,NR,27.59998069,78.05000565,09/04/2019,241.9
Uttarakhand,NR,30.32040895,78.05000565,09/04/2019,37
HP,NR,31.10002545,77.16659704,09/04/2019,30.8
J&K,NR,33.45,76.24,09/04/2019,48.2
Chandigarh,NR,30.71999697,76.78000565,09/04/2019,3.5
Chhattisgarh,WR,22.09042035,82.15998734,09/04/2019,92.1
Gujarat,WR,22.2587,71.1924,09/04/2019,314.6
MP,WR,21.30039105,76.13001949,09/04/2019,212
Maharashtra,WR,19.25023195,73.16017493,09/04/2019,432.9
Goa,WR,15.491997,73.81800065,09/04/2019,10.9
DNH,WR,20.26657819,73.0166178,09/04/2019,18.5
Andhra Pradesh,SR,14.7504291,78.57002559,09/04/2019,196.8
Telangana,SR,18.1124,79.0193,09/04/2019,215.5
Karnataka,SR,12.57038129,76.91999711,09/04/2019,246.3
Kerala,SR,8.900372741,76.56999263,09/04/2019,77.8
Tamil Nadu,SR,12.92038576,79.15004187,09/04/2019,335.5
Pondy,SR,11.93499371,79.83000037,09/04/2019,8.1
Bihar,ER,25.78541445,87.4799727,09/04/2019,63.8
Jharkhand,ER,23.80039349,86.41998572,09/04/2019,20.7
Odisha,ER,19.82042971,85.90001746,09/04/2019,75.9
West Bengal,ER,22.58039044,88.32994665,09/04/2019,109.3
Sikkim,ER,27.3333303,88.6166475,09/04/2019,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,09/04/2019,2.3
Assam,NER,26.7499809,94.21666744,09/04/2019,19.8
Manipur,NER,24.79997072,93.95001705,09/04/2019,2.7
Meghalaya,NER,25.57049217,91.8800142,09/04/2019,6.6
Mizoram,NER,23.71039899,92.72001461,09/04/2019,1.8
Nagaland,NER,25.6669979,94.11657019,09/04/2019,2
Tripura,NER,23.83540428,91.27999914,09/04/2019,2.8
Punjab,NR,31.51997398,75.98000281,10/04/2019,106.8
Haryana,NR,28.45000633,77.01999101,10/04/2019,123.7
Rajasthan,NR,26.44999921,74.63998124,10/04/2019,231.3
Delhi,NR,28.6699929,77.23000403,10/04/2019,65.4
UP,NR,27.59998069,78.05000565,10/04/2019,268
Uttarakhand,NR,30.32040895,78.05000565,10/04/2019,37
HP,NR,31.10002545,77.16659704,10/04/2019,29.5
J&K,NR,33.45,76.24,10/04/2019,50.5
Chandigarh,NR,30.71999697,76.78000565,10/04/2019,3.4
Chhattisgarh,WR,22.09042035,82.15998734,10/04/2019,92.3
Gujarat,WR,22.2587,71.1924,10/04/2019,322.6
MP,WR,21.30039105,76.13001949,10/04/2019,222.6
Maharashtra,WR,19.25023195,73.16017493,10/04/2019,420.9
Goa,WR,15.491997,73.81800065,10/04/2019,9.7
DNH,WR,20.26657819,73.0166178,10/04/2019,17.7
Andhra Pradesh,SR,14.7504291,78.57002559,10/04/2019,192.9
Telangana,SR,18.1124,79.0193,10/04/2019,218.9
Karnataka,SR,12.57038129,76.91999711,10/04/2019,251.6
Kerala,SR,8.900372741,76.56999263,10/04/2019,77
Tamil Nadu,SR,12.92038576,79.15004187,10/04/2019,340.9
Pondy,SR,11.93499371,79.83000037,10/04/2019,8.1
Bihar,ER,25.78541445,87.4799727,10/04/2019,69.1
Jharkhand,ER,23.80039349,86.41998572,10/04/2019,21
Odisha,ER,19.82042971,85.90001746,10/04/2019,75.3
West Bengal,ER,22.58039044,88.32994665,10/04/2019,115.4
Sikkim,ER,27.3333303,88.6166475,10/04/2019,1.4
Arunachal Pradesh,NER,27.10039878,93.61660071,10/04/2019,2.1
Assam,NER,26.7499809,94.21666744,10/04/2019,22.9
Manipur,NER,24.79997072,93.95001705,10/04/2019,2.5
Meghalaya,NER,25.57049217,91.8800142,10/04/2019,6.7
Mizoram,NER,23.71039899,92.72001461,10/04/2019,1.8
Nagaland,NER,25.6669979,94.11657019,10/04/2019,2.1
Tripura,NER,23.83540428,91.27999914,10/04/2019,3.4
Punjab,NR,31.51997398,75.98000281,11/04/2019,105.9
Haryana,NR,28.45000633,77.01999101,11/04/2019,111.9
Rajasthan,NR,26.44999921,74.63998124,11/04/2019,223.6
Delhi,NR,28.6699929,77.23000403,11/04/2019,63
UP,NR,27.59998069,78.05000565,11/04/2019,258
Uttarakhand,NR,30.32040895,78.05000565,11/04/2019,36.8
HP,NR,31.10002545,77.16659704,11/04/2019,30.4
J&K,NR,33.45,76.24,11/04/2019,48.8
Chandigarh,NR,30.71999697,76.78000565,11/04/2019,3.4
Chhattisgarh,WR,22.09042035,82.15998734,11/04/2019,92.3
Gujarat,WR,22.2587,71.1924,11/04/2019,322.6
MP,WR,21.30039105,76.13001949,11/04/2019,223.5
Maharashtra,WR,19.25023195,73.16017493,11/04/2019,431.1
Goa,WR,15.491997,73.81800065,11/04/2019,10
DNH,WR,20.26657819,73.0166178,11/04/2019,17.3
Andhra Pradesh,SR,14.7504291,78.57002559,11/04/2019,190.8
Telangana,SR,18.1124,79.0193,11/04/2019,214.6
Karnataka,SR,12.57038129,76.91999711,11/04/2019,247.3
Kerala,SR,8.900372741,76.56999263,11/04/2019,77.6
Tamil Nadu,SR,12.92038576,79.15004187,11/04/2019,334.6
Pondy,SR,11.93499371,79.83000037,11/04/2019,7.8
Bihar,ER,25.78541445,87.4799727,11/04/2019,70.7
Jharkhand,ER,23.80039349,86.41998572,11/04/2019,23.3
Odisha,ER,19.82042971,85.90001746,11/04/2019,86.2
West Bengal,ER,22.58039044,88.32994665,11/04/2019,113
Sikkim,ER,27.3333303,88.6166475,11/04/2019,1.5
Arunachal Pradesh,NER,27.10039878,93.61660071,11/04/2019,2.1
Assam,NER,26.7499809,94.21666744,11/04/2019,23.6
Manipur,NER,24.79997072,93.95001705,11/04/2019,2.7
Meghalaya,NER,25.57049217,91.8800142,11/04/2019,6.8
Mizoram,NER,23.71039899,92.72001461,11/04/2019,1.8
Nagaland,NER,25.6669979,94.11657019,11/04/2019,2.2
Tripura,NER,23.83540428,91.27999914,11/04/2019,3.7
Punjab,NR,31.51997398,75.98000281,12/04/2019,93.1
Haryana,NR,28.45000633,77.01999101,12/04/2019,95
Rajasthan,NR,26.44999921,74.63998124,12/04/2019,212
Delhi,NR,28.6699929,77.23000403,12/04/2019,60.2
UP,NR,27.59998069,78.05000565,12/04/2019,230
Uttarakhand,NR,30.32040895,78.05000565,12/04/2019,31.7
HP,NR,31.10002545,77.16659704,12/04/2019,26.9
J&K,NR,33.45,76.24,12/04/2019,46
Chandigarh,NR,30.71999697,76.78000565,12/04/2019,2.9
Chhattisgarh,WR,22.09042035,82.15998734,12/04/2019,90
Gujarat,WR,22.2587,71.1924,12/04/2019,319.7
MP,WR,21.30039105,76.13001949,12/04/2019,203.8
Maharashtra,WR,19.25023195,73.16017493,12/04/2019,419.7
Goa,WR,15.491997,73.81800065,12/04/2019,10
DNH,WR,20.26657819,73.0166178,12/04/2019,18
Andhra Pradesh,SR,14.7504291,78.57002559,12/04/2019,189.7
Telangana,SR,18.1124,79.0193,12/04/2019,218.4
Karnataka,SR,12.57038129,76.91999711,12/04/2019,222.6
Kerala,SR,8.900372741,76.56999263,12/04/2019,71.5
Tamil Nadu,SR,12.92038576,79.15004187,12/04/2019,312.9
Pondy,SR,11.93499371,79.83000037,12/04/2019,7.4
Bihar,ER,25.78541445,87.4799727,12/04/2019,71.3
Jharkhand,ER,23.80039349,86.41998572,12/04/2019,22.9
Odisha,ER,19.82042971,85.90001746,12/04/2019,86.8
West Bengal,ER,22.58039044,88.32994665,12/04/2019,109.4
Sikkim,ER,27.3333303,88.6166475,12/04/2019,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,12/04/2019,2.1
Assam,NER,26.7499809,94.21666744,12/04/2019,22.3
Manipur,NER,24.79997072,93.95001705,12/04/2019,2.4
Meghalaya,NER,25.57049217,91.8800142,12/04/2019,6.4
Mizoram,NER,23.71039899,92.72001461,12/04/2019,1.5
Nagaland,NER,25.6669979,94.11657019,12/04/2019,2.1
Tripura,NER,23.83540428,91.27999914,12/04/2019,3.1
Punjab,NR,31.51997398,75.98000281,13/04/2019,249.8
Haryana,NR,28.45000633,77.01999101,13/04/2019,197.7
Rajasthan,NR,26.44999921,74.63998124,13/04/2019,240.6
Delhi,NR,28.6699929,77.23000403,13/04/2019,123.2
UP,NR,27.59998069,78.05000565,13/04/2019,383
Uttarakhand,NR,30.32040895,78.05000565,13/04/2019,40.1
HP,NR,31.10002545,77.16659704,13/04/2019,28.7
J&K,NR,33.45,76.24,13/04/2019,48.5
Chandigarh,NR,30.71999697,76.78000565,13/04/2019,6.2
Chhattisgarh,WR,22.09042035,82.15998734,13/04/2019,85.2
Gujarat,WR,22.2587,71.1924,13/04/2019,340.6
MP,WR,21.30039105,76.13001949,13/04/2019,190.4
Maharashtra,WR,19.25023195,73.16017493,13/04/2019,436.2
Goa,WR,15.491997,73.81800065,13/04/2019,12.4
DNH,WR,20.26657819,73.0166178,13/04/2019,18.6
Andhra Pradesh,SR,14.7504291,78.57002559,13/04/2019,176.2
Telangana,SR,18.1124,79.0193,13/04/2019,151.8
Karnataka,SR,12.57038129,76.91999711,13/04/2019,191.5
Kerala,SR,8.900372741,76.56999263,13/04/2019,71.4
Tamil Nadu,SR,12.92038576,79.15004187,13/04/2019,329.9
Pondy,SR,11.93499371,79.83000037,13/04/2019,8.4
Bihar,ER,25.78541445,87.4799727,13/04/2019,109.3
Jharkhand,ER,23.80039349,86.41998572,13/04/2019,25.3
Odisha,ER,19.82042971,85.90001746,13/04/2019,91.1
West Bengal,ER,22.58039044,88.32994665,13/04/2019,183.4
Sikkim,ER,27.3333303,88.6166475,13/04/2019,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,13/04/2019,2.4
Assam,NER,26.7499809,94.21666744,13/04/2019,33.2
Manipur,NER,24.79997072,93.95001705,13/04/2019,2.6
Meghalaya,NER,25.57049217,91.8800142,13/04/2019,5.6
Mizoram,NER,23.71039899,92.72001461,13/04/2019,1.9
Nagaland,NER,25.6669979,94.11657019,13/04/2019,2.4
Tripura,NER,23.83540428,91.27999914,13/04/2019,5.7
Punjab,NR,31.51997398,75.98000281,14/04/2019,250.6
Haryana,NR,28.45000633,77.01999101,14/04/2019,209.8
Rajasthan,NR,26.44999921,74.63998124,14/04/2019,242.9
Delhi,NR,28.6699929,77.23000403,14/04/2019,126.1
UP,NR,27.59998069,78.05000565,14/04/2019,407.9
Uttarakhand,NR,30.32040895,78.05000565,14/04/2019,44.4
HP,NR,31.10002545,77.16659704,14/04/2019,29.1
J&K,NR,33.45,76.24,14/04/2019,44.8
Chandigarh,NR,30.71999697,76.78000565,14/04/2019,6.2
Chhattisgarh,WR,22.09042035,82.15998734,14/04/2019,91.1
Gujarat,WR,22.2587,71.1924,14/04/2019,334.7
MP,WR,21.30039105,76.13001949,14/04/2019,195.1
Maharashtra,WR,19.25023195,73.16017493,14/04/2019,451
Goa,WR,15.491997,73.81800065,14/04/2019,12.4
DNH,WR,20.26657819,73.0166178,14/04/2019,18.7
Andhra Pradesh,SR,14.7504291,78.57002559,14/04/2019,178.1
Telangana,SR,18.1124,79.0193,14/04/2019,156.6
Karnataka,SR,12.57038129,76.91999711,14/04/2019,199.2
Kerala,SR,8.900372741,76.56999263,14/04/2019,73.2
Tamil Nadu,SR,12.92038576,79.15004187,14/04/2019,347.7
Pondy,SR,11.93499371,79.83000037,14/04/2019,8.8
Bihar,ER,25.78541445,87.4799727,14/04/2019,113.8
Jharkhand,ER,23.80039349,86.41998572,14/04/2019,25.6
Odisha,ER,19.82042971,85.90001746,14/04/2019,92.9
West Bengal,ER,22.58039044,88.32994665,14/04/2019,195.2
Sikkim,ER,27.3333303,88.6166475,14/04/2019,1.1
Arunachal Pradesh,NER,27.10039878,93.61660071,14/04/2019,2.3
Assam,NER,26.7499809,94.21666744,14/04/2019,32.7
Manipur,NER,24.79997072,93.95001705,14/04/2019,2.5
Meghalaya,NER,25.57049217,91.8800142,14/04/2019,5.7
Mizoram,NER,23.71039899,92.72001461,14/04/2019,1.5
Nagaland,NER,25.6669979,94.11657019,14/04/2019,2.5
Tripura,NER,23.83540428,91.27999914,14/04/2019,5.4
Punjab,NR,31.51997398,75.98000281,15/04/2019,274.1
Haryana,NR,28.45000633,77.01999101,15/04/2019,219.4
Rajasthan,NR,26.44999921,74.63998124,15/04/2019,248.5
Delhi,NR,28.6699929,77.23000403,15/04/2019,135.1
UP,NR,27.59998069,78.05000565,15/04/2019,416.9
Uttarakhand,NR,30.32040895,78.05000565,15/04/2019,46.5
HP,NR,31.10002545,77.16659704,15/04/2019,30.8
J&K,NR,33.45,76.24,15/04/2019,45.8
Chandigarh,NR,30.71999697,76.78000565,15/04/2019,6.5
Chhattisgarh,WR,22.09042035,82.15998734,15/04/2019,90.5
Gujarat,WR,22.2587,71.1924,15/04/2019,330.8
MP,WR,21.30039105,76.13001949,15/04/2019,192.8
Maharashtra,WR,19.25023195,73.16017493,15/04/2019,458.8
Goa,WR,15.491997,73.81800065,15/04/2019,12.4
DNH,WR,20.26657819,73.0166178,15/04/2019,18.9
Andhra Pradesh,SR,14.7504291,78.57002559,15/04/2019,179
Telangana,SR,18.1124,79.0193,15/04/2019,162.2
Karnataka,SR,12.57038129,76.91999711,15/04/2019,198.1
Kerala,SR,8.900372741,76.56999263,15/04/2019,74.2
Tamil Nadu,SR,12.92038576,79.15004187,15/04/2019,330.3
Pondy,SR,11.93499371,79.83000037,15/04/2019,8.6
Bihar,ER,25.78541445,87.4799727,15/04/2019,99.1
Jharkhand,ER,23.80039349,86.41998572,15/04/2019,24.3
Odisha,ER,19.82042971,85.90001746,15/04/2019,97.7
West Bengal,ER,22.58039044,88.32994665,15/04/2019,181.6
Sikkim,ER,27.3333303,88.6166475,15/04/2019,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,15/04/2019,2.3
Assam,NER,26.7499809,94.21666744,15/04/2019,27.7
Manipur,NER,24.79997072,93.95001705,15/04/2019,2.4
Meghalaya,NER,25.57049217,91.8800142,15/04/2019,5.3
Mizoram,NER,23.71039899,92.72001461,15/04/2019,1.8
Nagaland,NER,25.6669979,94.11657019,15/04/2019,2.5
Tripura,NER,23.83540428,91.27999914,15/04/2019,5.1
Punjab,NR,31.51997398,75.98000281,16/04/2019,269.4
Haryana,NR,28.45000633,77.01999101,16/04/2019,219.1
Rajasthan,NR,26.44999921,74.63998124,16/04/2019,249.5
Delhi,NR,28.6699929,77.23000403,16/04/2019,135.2
UP,NR,27.59998069,78.05000565,16/04/2019,435.1
Uttarakhand,NR,30.32040895,78.05000565,16/04/2019,46.7
HP,NR,31.10002545,77.16659704,16/04/2019,31.3
J&K,NR,33.45,76.24,16/04/2019,46
Chandigarh,NR,30.71999697,76.78000565,16/04/2019,6.4
Chhattisgarh,WR,22.09042035,82.15998734,16/04/2019,89.6
Gujarat,WR,22.2587,71.1924,16/04/2019,340.2
MP,WR,21.30039105,76.13001949,16/04/2019,191.7
Maharashtra,WR,19.25023195,73.16017493,16/04/2019,448.7
Goa,WR,15.491997,73.81800065,16/04/2019,12.4
DNH,WR,20.26657819,73.0166178,16/04/2019,19.1
Andhra Pradesh,SR,14.7504291,78.57002559,16/04/2019,178.2
Telangana,SR,18.1124,79.0193,16/04/2019,165.6
Karnataka,SR,12.57038129,76.91999711,16/04/2019,198.2
Kerala,SR,8.900372741,76.56999263,16/04/2019,75.9
Tamil Nadu,SR,12.92038576,79.15004187,16/04/2019,334
Pondy,SR,11.93499371,79.83000037,16/04/2019,8.5
Bihar,ER,25.78541445,87.4799727,16/04/2019,95.6
Jharkhand,ER,23.80039349,86.41998572,16/04/2019,21.6
Odisha,ER,19.82042971,85.90001746,16/04/2019,96.4
West Bengal,ER,22.58039044,88.32994665,16/04/2019,182.4
Sikkim,ER,27.3333303,88.6166475,16/04/2019,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,16/04/2019,2.2
Assam,NER,26.7499809,94.21666744,16/04/2019,28.4
Manipur,NER,24.79997072,93.95001705,16/04/2019,2.6
Meghalaya,NER,25.57049217,91.8800142,16/04/2019,5.8
Mizoram,NER,23.71039899,92.72001461,16/04/2019,2
Nagaland,NER,25.6669979,94.11657019,16/04/2019,2.3
Tripura,NER,23.83540428,91.27999914,16/04/2019,6.6
Punjab,NR,31.51997398,75.98000281,17/04/2019,282.7
Haryana,NR,28.45000633,77.01999101,17/04/2019,219.7
Rajasthan,NR,26.44999921,74.63998124,17/04/2019,254.7
Delhi,NR,28.6699929,77.23000403,17/04/2019,133.5
UP,NR,27.59998069,78.05000565,17/04/2019,446.8
Uttarakhand,NR,30.32040895,78.05000565,17/04/2019,47.2
HP,NR,31.10002545,77.16659704,17/04/2019,31.7
J&K,NR,33.45,76.24,17/04/2019,48.8
Chandigarh,NR,30.71999697,76.78000565,17/04/2019,6.7
Chhattisgarh,WR,22.09042035,82.15998734,17/04/2019,87.3
Gujarat,WR,22.2587,71.1924,17/04/2019,331.8
MP,WR,21.30039105,76.13001949,17/04/2019,188.4
Maharashtra,WR,19.25023195,73.16017493,17/04/2019,407.6
Goa,WR,15.491997,73.81800065,17/04/2019,12.4
DNH,WR,20.26657819,73.0166178,17/04/2019,18.5
Andhra Pradesh,SR,14.7504291,78.57002559,17/04/2019,185
Telangana,SR,18.1124,79.0193,17/04/2019,163.5
Karnataka,SR,12.57038129,76.91999711,17/04/2019,195.2
Kerala,SR,8.900372741,76.56999263,17/04/2019,76.1
Tamil Nadu,SR,12.92038576,79.15004187,17/04/2019,337.3
Pondy,SR,11.93499371,79.83000037,17/04/2019,8.6
Bihar,ER,25.78541445,87.4799727,17/04/2019,103.1
Jharkhand,ER,23.80039349,86.41998572,17/04/2019,25.2
Odisha,ER,19.82042971,85.90001746,17/04/2019,88.4
West Bengal,ER,22.58039044,88.32994665,17/04/2019,175.9
Sikkim,ER,27.3333303,88.6166475,17/04/2019,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,17/04/2019,2.2
Assam,NER,26.7499809,94.21666744,17/04/2019,29.6
Manipur,NER,24.79997072,93.95001705,17/04/2019,2.6
Meghalaya,NER,25.57049217,91.8800142,17/04/2019,5.4
Mizoram,NER,23.71039899,92.72001461,17/04/2019,1.7
Nagaland,NER,25.6669979,94.11657019,17/04/2019,2.2
Tripura,NER,23.83540428,91.27999914,17/04/2019,5.5
Punjab,NR,31.51997398,75.98000281,18/04/2019,281.5
Haryana,NR,28.45000633,77.01999101,18/04/2019,224.5
Rajasthan,NR,26.44999921,74.63998124,18/04/2019,255.7
Delhi,NR,28.6699929,77.23000403,18/04/2019,136.7
UP,NR,27.59998069,78.05000565,18/04/2019,452.6
Uttarakhand,NR,30.32040895,78.05000565,18/04/2019,48.6
HP,NR,31.10002545,77.16659704,18/04/2019,31.5
J&K,NR,33.45,76.24,18/04/2019,44.6
Chandigarh,NR,30.71999697,76.78000565,18/04/2019,6.8
Chhattisgarh,WR,22.09042035,82.15998734,18/04/2019,89.7
Gujarat,WR,22.2587,71.1924,18/04/2019,328.2
MP,WR,21.30039105,76.13001949,18/04/2019,187.4
Maharashtra,WR,19.25023195,73.16017493,18/04/2019,388.5
Goa,WR,15.491997,73.81800065,18/04/2019,10.9
DNH,WR,20.26657819,73.0166178,18/04/2019,17.1
Andhra Pradesh,SR,14.7504291,78.57002559,18/04/2019,184.6
Telangana,SR,18.1124,79.0193,18/04/2019,147
Karnataka,SR,12.57038129,76.91999711,18/04/2019,191.8
Kerala,SR,8.900372741,76.56999263,18/04/2019,77.2
Tamil Nadu,SR,12.92038576,79.15004187,18/04/2019,339.7
Pondy,SR,11.93499371,79.83000037,18/04/2019,8.6
Bihar,ER,25.78541445,87.4799727,18/04/2019,101.1
Jharkhand,ER,23.80039349,86.41998572,18/04/2019,25.3
Odisha,ER,19.82042971,85.90001746,18/04/2019,90.4
West Bengal,ER,22.58039044,88.32994665,18/04/2019,176.3
Sikkim,ER,27.3333303,88.6166475,18/04/2019,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,18/04/2019,2.3
Assam,NER,26.7499809,94.21666744,18/04/2019,31.1
Manipur,NER,24.79997072,93.95001705,18/04/2019,2.8
Meghalaya,NER,25.57049217,91.8800142,18/04/2019,5.8
Mizoram,NER,23.71039899,92.72001461,18/04/2019,1.7
Nagaland,NER,25.6669979,94.11657019,18/04/2019,2.2
Tripura,NER,23.83540428,91.27999914,18/04/2019,5.4
Punjab,NR,31.51997398,75.98000281,19/04/2019,286
Haryana,NR,28.45000633,77.01999101,19/04/2019,211.8
Rajasthan,NR,26.44999921,74.63998124,19/04/2019,246.4
Delhi,NR,28.6699929,77.23000403,19/04/2019,136
UP,NR,27.59998069,78.05000565,19/04/2019,445.1
Uttarakhand,NR,30.32040895,78.05000565,19/04/2019,44.9
HP,NR,31.10002545,77.16659704,19/04/2019,28.5
J&K,NR,33.45,76.24,19/04/2019,42.3
Chandigarh,NR,30.71999697,76.78000565,19/04/2019,6.1
Chhattisgarh,WR,22.09042035,82.15998734,19/04/2019,86.3
Gujarat,WR,22.2587,71.1924,19/04/2019,319.5
MP,WR,21.30039105,76.13001949,19/04/2019,171.4
Maharashtra,WR,19.25023195,73.16017493,19/04/2019,371.1
Goa,WR,15.491997,73.81800065,19/04/2019,10
DNH,WR,20.26657819,73.0166178,19/04/2019,17.4
Andhra Pradesh,SR,14.7504291,78.57002559,19/04/2019,174.3
Telangana,SR,18.1124,79.0193,19/04/2019,136.3
Karnataka,SR,12.57038129,76.91999711,19/04/2019,170.3
Kerala,SR,8.900372741,76.56999263,19/04/2019,70.3
Tamil Nadu,SR,12.92038576,79.15004187,19/04/2019,319.5
Pondy,SR,11.93499371,79.83000037,19/04/2019,8.1
Bihar,ER,25.78541445,87.4799727,19/04/2019,100.3
Jharkhand,ER,23.80039349,86.41998572,19/04/2019,25.7
Odisha,ER,19.82042971,85.90001746,19/04/2019,88.4
West Bengal,ER,22.58039044,88.32994665,19/04/2019,162.5
Sikkim,ER,27.3333303,88.6166475,19/04/2019,1
Arunachal Pradesh,NER,27.10039878,93.61660071,19/04/2019,2.2
Assam,NER,26.7499809,94.21666744,19/04/2019,32.7
Manipur,NER,24.79997072,93.95001705,19/04/2019,2.7
Meghalaya,NER,25.57049217,91.8800142,19/04/2019,6
Mizoram,NER,23.71039899,92.72001461,19/04/2019,1.7
Nagaland,NER,25.6669979,94.11657019,19/04/2019,2.2
Tripura,NER,23.83540428,91.27999914,19/04/2019,5.5
Punjab,NR,31.51997398,75.98000281,20/04/2019,121.8
Haryana,NR,28.45000633,77.01999101,20/04/2019,120.5
Rajasthan,NR,26.44999921,74.63998124,20/04/2019,242.6
Delhi,NR,28.6699929,77.23000403,20/04/2019,63.9
